,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
3433,USA300HOU_RS03895,DQM91_RS03630,100.0,593,0,0,1,593,1,593,0.0,1230.0,593,1.0,<=>
3438,USA300HOU_RS03900,DQM91_RS03635,100.0,325,0,0,1,325,1,325,0.0,667.0,325,1.0,<=>
3501,USA300HOU_RS03905,DQM91_RS03640,100.0,504,0,0,1,504,1,504,0.0,1002.0,504,1.0,<=>
3510,USA300HOU_RS03910,DQM91_RS03645,100.0,352,0,0,1,352,1,352,0.0,726.0,352,1.0,<=>
3516,USA300HOU_RS03915,DQM91_RS03650,99.444,180,1,0,1,180,1,180,5.55e-135,371.0,180,1.0,<=>
3517,USA300HOU_RS03920,DQM91_RS03660,100.0,305,0,0,1,305,1,305,0.0,617.0,305,1.0,<=>
3519,USA300HOU_RS03925,DQM91_RS03665,100.0,33,0,0,1,33,1,33,1.88e-18,65.5,33,1.0,<=>
3520,USA300HOU_RS03930,DQM91_RS03670,99.8,501,1,0,1,501,1,501,0.0,996.0,501,1.0,<=>
3521,USA300HOU_RS15130,DQM91_RS15080,100.0,81,0,0,1,81,1,81,3.84e-55,161.0,81,1.0,<=>
3522,USA300HOU_RS03935,DQM91_RS03680,100.0,166,0,0,1,166,1,166,6.2e-127,349.0,166,1.0,<=>
3523,USA300HOU_RS03940,DQM91_RS03685,100.0,288,0,0,1,288,1,288,0.0,570.0,288,1.0,<=>
3524,USA300HOU_RS03945,DQM91_RS03695,100.0,132,0,0,1,132,1,132,9.34e-97,270.0,132,1.0,<=>
3525,USA300HOU_RS03950,DQM91_RS03700,100.0,701,0,0,1,701,1,701,0.0,1452.0,701,1.0,<=>
3526,USA300HOU_RS03955,DQM91_RS03705,100.0,323,0,0,1,323,1,323,0.0,667.0,323,1.0,<=>
3527,USA300HOU_RS03965,DQM91_RS03715,100.0,51,0,0,1,51,1,51,1.01e-32,102.0,51,1.0,<=>
3528,USA300HOU_RS03970,DQM91_RS03720,100.0,323,0,0,1,323,1,323,0.0,634.0,323,1.0,<=>
3537,USA300HOU_RS03975,DQM91_RS03725,99.686,318,1,0,1,318,1,318,0.0,615.0,318,1.0,<=>
3546,USA300HOU_RS03980,DQM91_RS03730,100.0,253,0,0,1,253,1,253,0.0,512.0,253,1.0,<=>
3611,USA300HOU_RS03985,DQM91_RS03735,100.0,342,0,0,1,342,1,342,0.0,679.0,342,1.0,<=>
3619,USA300HOU_RS03990,DQM91_RS03740,100.0,104,0,0,1,104,1,104,7.989999999999999e-76,215.0,104,1.0,<=>
3620,USA300HOU_RS03995,DQM91_RS03745,100.0,307,0,0,1,307,1,307,0.0,629.0,307,1.0,<=>
3621,USA300HOU_RS04000,DQM91_RS03750,100.0,172,0,0,1,172,1,172,3.64e-128,353.0,172,1.0,<=>
3622,USA300HOU_RS04005,DQM91_RS03755,100.0,292,0,0,1,292,1,292,0.0,582.0,292,1.0,<=>
3623,USA300HOU_RS04010,DQM91_RS03760,100.0,106,0,0,1,106,1,106,2.07e-78,222.0,106,1.0,<=>
3624,USA300HOU_RS04015,DQM91_RS03765,99.733,374,1,0,1,374,1,374,0.0,771.0,374,1.0,<=>
3626,USA300HOU_RS04020,DQM91_RS03770,100.0,408,0,0,1,408,1,408,0.0,843.0,408,1.0,<=>
3628,USA300HOU_RS04025,DQM91_RS03775,100.0,164,0,0,1,164,1,164,6.98e-119,329.0,164,1.0,<=>
3630,USA300HOU_RS04030,DQM91_RS03780,100.0,253,0,0,1,253,1,253,0.0,505.0,253,1.0,<=>
3632,USA300HOU_RS04035,DQM91_RS03785,100.0,356,0,0,1,356,1,356,0.0,713.0,356,1.0,<=>
3633,USA300HOU_RS04040,DQM91_RS03790,100.0,351,0,0,1,351,1,351,0.0,681.0,351,1.0,<=>
3635,USA300HOU_RS04045,DQM91_RS03795,100.0,213,0,0,1,213,1,213,2.84e-162,442.0,213,1.0,<=>
3639,USA300HOU_RS04055,DQM91_RS03805,100.0,360,0,0,1,360,1,360,0.0,747.0,360,1.0,<=>
3643,USA300HOU_RS04060,DQM91_RS03810,100.0,224,0,0,1,224,1,224,4.6099999999999996e-170,463.0,224,1.0,<=>
3644,USA300HOU_RS04065,DQM91_RS03815,100.0,190,0,0,1,190,1,190,6.58e-141,387.0,190,1.0,<=>
3645,USA300HOU_RS04070,DQM91_RS03820,100.0,843,0,0,1,843,1,843,0.0,1739.0,843,1.0,<=>
3647,USA300HOU_RS04075,DQM91_RS03825,100.0,34,0,0,1,34,1,34,3.04e-19,67.4,34,1.0,<=>
3648,USA300HOU_RS04080,DQM91_RS03830,100.0,331,0,0,1,331,39,369,0.0,695.0,331,1.0,<=>
3650,USA300HOU_RS04085,DQM91_RS03835,100.0,35,0,0,1,35,1,35,6.78e-22,74.3,35,1.0,<=>
3651,USA300HOU_RS04090,DQM91_RS03840,100.0,279,0,0,1,279,1,279,0.0,561.0,279,1.0,<=>
3660,USA300HOU_RS04095,DQM91_RS03845,100.0,216,0,0,1,216,1,216,9.52e-162,441.0,216,1.0,<=>
3661,USA300HOU_RS04100,DQM91_RS03850,100.0,78,0,0,1,78,1,78,3.48e-54,159.0,78,1.0,<=>
3662,USA300HOU_RS04105,DQM91_RS03855,100.0,661,0,0,1,661,1,661,0.0,1353.0,661,1.0,<=>
3670,USA300HOU_RS04110,DQM91_RS03860,99.895,948,1,0,1,948,1,948,0.0,1932.0,948,1.0,<=>
3711,USA300HOU_RS04115,DQM91_RS03865,100.0,310,0,0,1,310,1,310,0.0,621.0,310,1.0,<=>
3712,USA300HOU_RS04120,DQM91_RS03870,100.0,279,0,0,1,279,1,279,0.0,557.0,279,1.0,<=>
3713,USA300HOU_RS04125,DQM91_RS03875,100.0,161,0,0,1,161,1,161,4.88e-118,327.0,161,1.0,<=>
3717,USA300HOU_RS04130,DQM91_RS03880,99.791,479,1,0,1,479,1,479,0.0,971.0,479,1.0,<=>
3718,USA300HOU_RS04135,DQM91_RS03885,100.0,311,0,0,1,311,1,311,0.0,633.0,311,1.0,<=>
3728,USA300HOU_RS04145,DQM91_RS03895,100.0,303,0,0,1,303,1,303,0.0,623.0,303,1.0,<=>
3729,USA300HOU_RS04150,DQM91_RS03900,100.0,331,0,0,1,331,1,331,0.0,675.0,331,1.0,<=>
3730,USA300HOU_RS04155,DQM91_RS03905,100.0,314,0,0,1,314,1,314,0.0,635.0,314,1.0,<=>
3731,USA300HOU_RS04165,DQM91_RS03915,100.0,195,0,0,1,195,1,195,3.85e-146,400.0,195,1.0,<=>
3733,USA300HOU_RS04170,DQM91_RS03920,100.0,300,0,0,1,300,1,300,0.0,621.0,300,1.0,<=>
3734,USA300HOU_RS04175,DQM91_RS03925,100.0,209,0,0,1,209,1,209,1.6999999999999998e-146,402.0,209,1.0,<=>
3736,USA300HOU_RS04180,DQM91_RS03930,100.0,337,0,0,1,337,1,337,0.0,691.0,337,1.0,<=>
3737,USA300HOU_RS04185,DQM91_RS03935,100.0,336,0,0,1,336,1,336,0.0,689.0,336,1.0,<=>
3739,USA300HOU_RS04190,DQM91_RS03940,100.0,396,0,0,1,396,1,396,0.0,786.0,396,1.0,<=>
3740,USA300HOU_RS04195,DQM91_RS03945,99.605,253,1,0,1,253,1,253,0.0,518.0,253,1.0,<=>
3741,USA300HOU_RS04200,DQM91_RS03950,100.0,505,0,0,1,505,1,505,0.0,1038.0,505,1.0,<=>
3743,USA300HOU_RS04205,DQM91_RS03955,100.0,434,0,0,1,434,1,434,0.0,881.0,434,1.0,<=>
3744,USA300HOU_RS04210,DQM91_RS03960,100.0,152,0,0,1,152,1,152,4.67e-108,300.0,152,1.0,<=>
3745,USA300HOU_RS04215,DQM91_RS03965,100.0,77,0,0,1,77,1,77,6.49e-50,148.0,77,1.0,<=>
3746,USA300HOU_RS04220,DQM91_RS03970,100.0,246,0,0,1,246,1,246,0.0,506.0,246,1.0,<=>
3748,USA300HOU_RS04225,DQM91_RS03975,100.0,790,0,0,1,790,1,790,0.0,1620.0,790,1.0,<=>
3753,USA300HOU_RS04230,DQM91_RS03980,100.0,154,0,0,1,154,1,154,6.12e-113,313.0,154,1.0,<=>
3755,USA300HOU_RS04240,DQM91_RS03995,100.0,107,0,0,1,107,1,107,8.25e-73,208.0,107,1.0,<=>
3756,USA300HOU_RS04245,DQM91_RS15085,100.0,48,0,0,1,48,1,48,2.25e-30,96.7,48,1.0,<=>
3757,USA300HOU_RS04250,DQM91_RS04005,100.0,242,0,0,1,242,1,242,1.43e-175,479.0,242,1.0,<=>
3759,USA300HOU_RS04255,DQM91_RS04010,100.0,51,0,0,1,51,1,51,9.550000000000001e-33,102.0,51,1.0,<=>
3760,USA300HOU_RS04260,DQM91_RS04015,100.0,147,0,0,1,147,1,147,3.38e-107,299.0,147,1.0,<=>
3761,USA300HOU_RS04265,DQM91_RS04020,100.0,176,0,0,1,176,1,176,2.8999999999999997e-131,361.0,176,1.0,<=>
3763,USA300HOU_RS04270,DQM91_RS04025,99.143,933,2,1,1,933,1,927,0.0,1713.0,933,1.0,<=>
3776,USA300HOU_RS04280,DQM91_RS04035,100.0,340,0,0,1,340,1,340,0.0,680.0,340,1.0,<=>
3778,USA300HOU_RS04285,DQM91_RS04040,100.0,156,0,0,1,156,1,156,6.04e-118,326.0,156,1.0,<=>
3780,USA300HOU_RS04290,DQM91_RS04045,100.0,228,0,0,1,228,1,228,2.8400000000000003e-173,472.0,228,1.0,<=>
3782,USA300HOU_RS04295,DQM91_RS04050,100.0,66,0,0,1,66,1,66,2.81e-44,132.0,66,1.0,<=>
3785,USA300HOU_RS04300,DQM91_RS04055,100.0,72,0,0,1,72,1,72,2.2299999999999997e-48,143.0,72,1.0,<=>
3786,USA300HOU_RS04305,DQM91_RS04060,100.0,94,0,0,1,94,1,94,7.110000000000001e-66,189.0,94,1.0,<=>
3788,USA300HOU_RS04310,DQM91_RS04065,100.0,189,0,0,1,189,1,189,3.26e-142,390.0,189,1.0,<=>
3789,USA300HOU_RS04315,DQM91_RS04070,100.0,62,0,0,1,62,1,62,1.14e-37,115.0,62,1.0,<=>
3790,USA300HOU_RS04320,DQM91_RS04075,100.0,86,0,0,1,86,1,86,6.56e-55,161.0,86,1.0,<=>
3791,USA300HOU_RS04325,DQM91_RS04080,100.0,67,0,0,1,67,1,67,6.39e-48,142.0,67,1.0,<=>
3795,USA300HOU_RS04330,DQM91_RS04085,100.0,78,0,0,1,78,1,78,5.9299999999999995e-55,160.0,78,1.0,<=>
3796,USA300HOU_RS04335,DQM91_RS04090,100.0,186,0,0,1,186,8,193,1.11e-141,389.0,186,1.0,<=>
3799,USA300HOU_RS04340,DQM91_RS04095,100.0,205,0,0,1,205,1,205,8.31e-144,395.0,205,1.0,<=>
3800,USA300HOU_RS04345,DQM91_RS04100,100.0,164,0,0,1,164,1,164,7.840000000000001e-121,334.0,164,1.0,<=>
3801,USA300HOU_RS04350,DQM91_RS04105,100.0,140,0,0,1,140,1,140,7.58e-105,291.0,140,1.0,<=>
3802,USA300HOU_RS04355,DQM91_RS04110,100.0,238,0,0,1,238,1,238,1.9799999999999997e-180,491.0,238,1.0,<=>
3803,USA300HOU_RS04360,DQM91_RS04115,99.441,179,1,0,1,179,1,179,1.49e-134,370.0,179,1.0,<=>
3804,USA300HOU_RS04365,DQM91_RS04120,100.0,106,0,0,1,106,1,106,3.95e-78,221.0,106,1.0,<=>
3808,USA300HOU_RS04370,DQM91_RS04125,100.0,118,0,0,1,118,1,118,4.54e-87,245.0,118,1.0,<=>
3810,USA300HOU_RS04375,DQM91_RS04130,100.0,126,0,0,1,126,1,126,3.5e-87,246.0,126,1.0,<=>
3812,USA300HOU_RS04385,DQM91_RS04140,99.658,292,1,0,1,292,1,292,0.0,598.0,292,1.0,<=>
3813,USA300HOU_RS04395,DQM91_RS04150,100.0,128,0,0,1,128,1,128,2.8599999999999998e-95,266.0,128,1.0,<=>
3815,USA300HOU_RS04400,DQM91_RS04155,100.0,98,0,0,1,98,1,98,4.31e-70,200.0,98,1.0,<=>
3817,USA300HOU_RS04405,DQM91_RS04160,100.0,341,0,0,1,341,1,341,0.0,696.0,341,1.0,<=>
3880,USA300HOU_RS04410,DQM91_RS04165,100.0,231,0,0,1,231,1,231,1.05e-162,445.0,231,1.0,<=>
3891,USA300HOU_RS04415,DQM91_RS04170,100.0,273,0,0,1,273,1,273,0.0,541.0,273,1.0,<=>
3909,USA300HOU_RS04505,DQM91_RS04175,100.0,64,0,0,1,64,1,64,3.25e-39,120.0,64,1.0,<=>
3911,USA300HOU_RS04510,DQM91_RS04180,100.0,283,0,0,1,283,1,283,0.0,548.0,283,1.0,<=>
3912,USA300HOU_RS04515,DQM91_RS04185,100.0,253,0,0,1,253,1,253,0.0,514.0,253,1.0,<=>
3967,USA300HOU_RS04520,DQM91_RS04190,100.0,435,0,0,1,435,1,435,0.0,890.0,435,1.0,<=>
3969,USA300HOU_RS04525,DQM91_RS04195,100.0,416,0,0,1,416,1,416,0.0,864.0,416,1.0,<=>
3975,USA300HOU_RS04530,DQM91_RS04200,100.0,154,0,0,1,154,1,154,2.29e-116,322.0,154,1.0,<=>
3976,USA300HOU_RS04535,DQM91_RS04205,100.0,465,0,0,1,465,1,465,0.0,965.0,465,1.0,<=>
3978,USA300HOU_RS04540,DQM91_RS04215,100.0,45,0,0,1,45,1,45,1.91e-28,91.7,45,1.0,<=>
3979,USA300HOU_RS04545,DQM91_RS04220,100.0,104,0,0,1,104,1,104,4.66e-69,198.0,104,1.0,<=>
3980,USA300HOU_RS04550,DQM91_RS04225,100.0,346,0,0,1,346,1,346,0.0,702.0,346,1.0,<=>
3982,USA300HOU_RS04555,DQM91_RS04230,100.0,355,0,0,1,355,1,355,0.0,732.0,355,1.0,<=>
3983,USA300HOU_RS04560,DQM91_RS04235,100.0,32,0,0,1,32,1,32,2.62e-18,65.1,32,1.0,<=>
3984,USA300HOU_RS04565,DQM91_RS04240,100.0,282,0,0,1,282,1,282,0.0,590.0,282,1.0,<=>
3985,USA300HOU_RS04570,DQM91_RS04245,100.0,275,0,0,1,275,1,275,0.0,527.0,275,1.0,<=>
3988,USA300HOU_RS04575,DQM91_RS04250,99.772,439,1,0,1,439,1,439,0.0,901.0,439,1.0,<=>
3990,USA300HOU_RS04580,DQM91_RS04255,100.0,305,0,0,1,305,1,305,0.0,635.0,305,1.0,<=>
3992,USA300HOU_RS04585,DQM91_RS04260,100.0,127,0,0,1,127,1,127,2.5299999999999998e-92,259.0,127,1.0,<=>
3993,USA300HOU_RS04590,DQM91_RS04265,100.0,88,0,0,1,88,1,88,1.72e-61,178.0,88,1.0,<=>
3994,USA300HOU_RS04595,DQM91_RS04270,99.306,144,1,0,1,144,1,144,2e-105,293.0,144,1.0,<=>
3995,USA300HOU_RS04600,DQM91_RS04275,100.0,259,0,0,1,259,1,259,0.0,521.0,259,1.0,<=>
3996,USA300HOU_RS04605,DQM91_RS04280,100.0,319,0,0,1,319,1,319,0.0,664.0,319,1.0,<=>
4003,USA300HOU_RS04610,DQM91_RS04285,100.0,36,0,0,1,36,1,36,8.650000000000001e-21,71.6,36,1.0,<=>
4004,USA300HOU_RS04615,DQM91_RS04290,100.0,50,0,0,1,50,1,50,1.27e-32,102.0,50,1.0,<=>
4005,USA300HOU_RS04620,DQM91_RS04295,100.0,485,0,0,1,485,1,485,0.0,1005.0,485,1.0,<=>
4013,USA300HOU_RS04625,DQM91_RS04300,100.0,404,0,0,1,404,1,404,0.0,813.0,404,1.0,<=>
4014,USA300HOU_RS04630,DQM91_RS04305,100.0,78,0,0,1,78,1,78,2.73e-51,151.0,78,1.0,<=>
4015,USA300HOU_RS04635,DQM91_RS04310,99.744,391,1,0,1,391,1,391,0.0,807.0,391,1.0,<=>
4016,USA300HOU_RS04640,DQM91_RS04315,100.0,80,0,0,1,80,1,80,1.9799999999999998e-55,162.0,80,1.0,<=>
4017,USA300HOU_RS04645,DQM91_RS04320,100.0,107,0,0,1,107,1,107,3.31e-78,221.0,107,1.0,<=>
4018,USA300HOU_RS04650,DQM91_RS04325,100.0,354,0,0,1,354,1,354,0.0,728.0,354,1.0,<=>
4022,USA300HOU_RS04655,DQM91_RS04330,100.0,78,0,0,1,78,1,78,1.06e-55,162.0,78,1.0,<=>
4023,USA300HOU_RS04660,DQM91_RS04335,100.0,119,0,0,1,119,1,119,5.1200000000000004e-86,242.0,119,1.0,<=>
4024,USA300HOU_RS04665,DQM91_RS04340,100.0,402,0,0,1,402,1,402,0.0,822.0,402,1.0,<=>
4026,USA300HOU_RS04670,DQM91_RS04345,100.0,491,0,0,1,491,1,491,0.0,1016.0,491,1.0,<=>
4027,USA300HOU_RS04675,DQM91_RS04350,100.0,438,0,0,1,438,1,438,0.0,866.0,438,1.0,<=>
4028,USA300HOU_RS04680,DQM91_RS04355,100.0,124,0,0,1,124,1,124,4.62e-91,255.0,124,1.0,<=>
4029,USA300HOU_RS04685,DQM91_RS04360,100.0,384,0,0,1,384,1,384,0.0,805.0,384,1.0,<=>
4030,USA300HOU_RS04690,DQM91_RS04365,100.0,118,0,0,1,118,1,118,1.79e-81,231.0,118,1.0,<=>
4032,USA300HOU_RS04695,DQM91_RS04370,100.0,97,0,0,1,97,1,97,1.22e-63,184.0,97,1.0,<=>
4034,USA300HOU_RS04700,DQM91_RS04375,100.0,159,0,0,1,159,1,159,1.84e-112,312.0,159,1.0,<=>
4036,USA300HOU_RS04705,DQM91_RS04380,99.799,498,1,0,1,498,1,498,0.0,964.0,498,1.0,<=>
4040,USA300HOU_RS04710,DQM91_RS04385,100.0,109,0,0,1,109,5,113,1.6e-76,218.0,109,1.0,<=>
4042,USA300HOU_RS04715,DQM91_RS04390,100.0,142,0,0,1,142,1,142,1.37e-99,278.0,142,1.0,<=>
4044,USA300HOU_RS04720,DQM91_RS04395,100.0,801,0,0,1,801,1,801,0.0,1607.0,801,1.0,<=>
4049,USA300HOU_RS04725,DQM91_RS04400,100.0,127,0,0,1,127,1,127,1.61e-93,262.0,127,1.0,<=>
4050,USA300HOU_RS04730,DQM91_RS04405,100.0,197,0,0,1,197,1,197,6.49e-148,405.0,197,1.0,<=>
4051,USA300HOU_RS04735,DQM91_RS04410,100.0,125,0,0,1,125,1,125,2.4099999999999998e-91,256.0,125,1.0,<=>
4058,USA300HOU_RS04740,DQM91_RS04415,100.0,375,0,0,1,375,1,375,0.0,773.0,375,1.0,<=>
4060,USA300HOU_RS04745,DQM91_RS04420,100.0,396,0,0,1,396,1,396,0.0,811.0,396,1.0,<=>
4066,USA300HOU_RS04750,DQM91_RS04425,99.758,414,1,0,1,414,1,414,0.0,855.0,414,1.0,<=>
4068,USA300HOU_RS04760,DQM91_RS04435,100.0,309,0,0,1,309,1,309,0.0,644.0,309,1.0,<=>
4071,USA300HOU_RS04765,DQM91_RS04440,99.782,459,1,0,1,459,1,459,0.0,950.0,459,1.0,<=>
4074,USA300HOU_RS04770,DQM91_RS04445,100.0,401,0,0,1,401,1,401,0.0,823.0,401,1.0,<=>
4075,USA300HOU_RS04775,DQM91_RS04450,99.774,443,1,0,1,443,1,443,0.0,910.0,443,1.0,<=>
4076,USA300HOU_RS04780,DQM91_RS04455,100.0,191,0,0,1,191,1,191,3.87e-138,380.0,191,1.0,<=>
4078,USA300HOU_RS04785,DQM91_RS04460,100.0,174,0,0,1,174,1,174,1.59e-126,349.0,174,1.0,<=>
4080,USA300HOU_RS04790,DQM91_RS04465,100.0,191,0,0,1,191,1,191,6.45e-140,384.0,191,1.0,<=>
4082,USA300HOU_RS04795,DQM91_RS04470,100.0,1158,0,0,1,1158,1,1158,0.0,2398.0,1158,1.0,<=>
4083,USA300HOU_RS04800,DQM91_RS04475,99.918,1217,1,0,1,1217,1,1217,0.0,2494.0,1217,1.0,<=>
4086,USA300HOU_RS04805,DQM91_RS04480,100.0,300,0,0,1,300,1,300,0.0,614.0,300,1.0,<=>
4087,USA300HOU_RS04810,DQM91_RS04485,100.0,129,0,0,1,129,1,129,1.13e-89,252.0,129,1.0,<=>
4088,USA300HOU_RS04815,DQM91_RS04490,100.0,438,0,0,1,438,1,438,0.0,904.0,438,1.0,<=>
4093,USA300HOU_RS04820,DQM91_RS04495,100.0,274,0,0,1,274,1,274,0.0,566.0,274,1.0,<=>
4099,USA300HOU_RS04825,DQM91_RS04500,100.0,102,0,0,1,102,1,102,1.96e-71,204.0,102,1.0,<=>
4100,USA300HOU_RS04830,DQM91_RS04505,100.0,604,0,0,1,604,1,604,0.0,1206.0,604,1.0,<=>
4102,USA300HOU_RS04835,DQM91_RS04510,99.885,869,1,0,1,869,1,869,0.0,1765.0,869,1.0,<=>
4108,USA300HOU_RS04840,DQM91_RS04515,100.0,289,0,0,1,289,1,289,0.0,578.0,289,1.0,<=>
4114,USA300HOU_RS04845,DQM91_RS04520,99.738,381,1,0,1,381,1,381,0.0,762.0,381,1.0,<=>
4116,USA300HOU_RS04850,DQM91_RS04525,100.0,213,0,0,1,213,1,213,4.85e-158,432.0,213,1.0,<=>
4118,USA300HOU_RS04855,DQM91_RS04530,100.0,372,0,0,1,372,1,372,0.0,721.0,372,1.0,<=>
4119,USA300HOU_RS04860,DQM91_RS04535,100.0,171,0,0,1,171,1,171,2.7699999999999997e-128,353.0,171,1.0,<=>
4120,USA300HOU_RS04865,DQM91_RS04540,100.0,144,0,0,1,144,1,144,3.87e-104,290.0,144,1.0,<=>
4122,USA300HOU_RS04870,DQM91_RS04545,100.0,61,0,0,1,61,1,61,9.52e-40,121.0,61,1.0,<=>
4123,USA300HOU_RS04875,DQM91_RS04550,100.0,313,0,0,1,313,1,313,0.0,636.0,313,1.0,<=>
4124,USA300HOU_RS04880,DQM91_RS04555,99.758,414,1,0,1,414,1,414,0.0,848.0,414,1.0,<=>
4125,USA300HOU_RS04885,DQM91_RS04560,100.0,123,0,0,1,123,1,123,6.76e-85,239.0,123,1.0,<=>
4126,USA300HOU_RS04890,DQM91_RS04565,100.0,308,0,0,1,308,1,308,0.0,617.0,308,1.0,<=>
4132,USA300HOU_RS04895,DQM91_RS04570,100.0,356,0,0,1,356,1,356,0.0,720.0,356,1.0,<=>
4137,USA300HOU_RS04900,DQM91_RS04575,100.0,360,0,0,1,360,1,360,0.0,740.0,360,1.0,<=>
4201,USA300HOU_RS04905,DQM91_RS04580,100.0,313,0,0,1,313,1,313,0.0,640.0,313,1.0,<=>
4265,USA300HOU_RS04910,DQM91_RS04585,100.0,551,0,0,1,551,1,551,0.0,1120.0,551,1.0,<=>
4269,USA300HOU_RS04915,DQM91_RS04590,99.825,571,1,0,1,571,1,571,0.0,1150.0,571,1.0,<=>
4273,USA300HOU_RS04920,DQM91_RS04595,99.695,328,1,0,1,328,1,328,0.0,664.0,328,1.0,<=>
4337,USA300HOU_RS04925,DQM91_RS04600,100.0,326,0,0,1,326,1,326,0.0,665.0,326,1.0,<=>
4400,USA300HOU_RS04930,DQM91_RS04605,100.0,320,0,0,1,320,1,320,0.0,637.0,320,1.0,<=>
4405,USA300HOU_RS04935,DQM91_RS04610,100.0,293,0,0,1,293,1,293,0.0,574.0,293,1.0,<=>
4411,USA300HOU_RS04940,DQM91_RS04615,100.0,329,0,0,1,329,1,329,0.0,677.0,329,1.0,<=>
4412,USA300HOU_RS04945,DQM91_RS04620,100.0,131,0,0,1,131,1,131,1.29e-96,270.0,131,1.0,<=>
4414,USA300HOU_RS04950,DQM91_RS04625,100.0,239,0,0,1,239,1,239,0.0,492.0,239,1.0,<=>
4417,USA300HOU_RS04960,DQM91_RS04635,100.0,602,0,0,1,602,1,602,0.0,1248.0,602,1.0,<=>
4419,USA300HOU_RS04965,DQM91_RS04640,100.0,268,0,0,1,268,1,268,0.0,547.0,268,1.0,<=>
4420,USA300HOU_RS04970,DQM91_RS04645,99.174,121,1,0,1,121,1,121,8.63e-90,252.0,121,1.0,<=>
4421,USA300HOU_RS04975,DQM91_RS04650,100.0,197,0,0,1,197,1,197,2.8e-145,398.0,197,1.0,<=>
4422,USA300HOU_RS04980,DQM91_RS04655,100.0,115,0,0,1,115,1,115,4.25e-82,232.0,115,1.0,<=>
4423,USA300HOU_RS04985,DQM91_RS04660,100.0,211,0,0,1,211,1,211,4.34e-159,434.0,211,1.0,<=>
4425,USA300HOU_RS04990,DQM91_RS04665,100.0,269,0,0,1,269,1,269,0.0,562.0,269,1.0,<=>
4426,USA300HOU_RS04995,DQM91_RS04670,100.0,284,0,0,1,284,1,284,0.0,583.0,284,1.0,<=>
4429,USA300HOU_RS05000,DQM91_RS04675,100.0,461,0,0,1,461,1,461,0.0,931.0,461,1.0,<=>
4432,USA300HOU_RS05005,DQM91_RS04680,100.0,614,0,0,1,614,1,614,0.0,1216.0,614,1.0,<=>
4433,USA300HOU_RS05010,DQM91_RS04685,99.609,256,1,0,1,256,1,256,0.0,516.0,256,1.0,<=>
4436,USA300HOU_RS05015,DQM91_RS04690,100.0,361,0,0,1,361,1,361,0.0,712.0,361,1.0,<=>
4438,USA300HOU_RS05020,DQM91_RS04695,99.808,522,1,0,1,522,1,522,0.0,1047.0,522,1.0,<=>
4440,USA300HOU_RS05025,DQM91_RS04700,100.0,252,0,0,1,252,1,252,0.0,520.0,252,1.0,<=>
4441,USA300HOU_RS05030,DQM91_RS04705,100.0,169,0,0,1,169,1,169,9.230000000000001e-125,344.0,169,1.0,<=>
4442,USA300HOU_RS05035,DQM91_RS04710,100.0,396,0,0,7,402,1,396,0.0,786.0,402,0.9850746268656716,<=>
4444,USA300HOU_RS05040,DQM91_RS04715,100.0,391,0,0,1,391,1,391,0.0,812.0,391,1.0,<=>
4446,USA300HOU_RS05045,DQM91_RS04720,100.0,493,0,0,1,493,1,493,0.0,1018.0,493,1.0,<=>
4449,USA300HOU_RS05050,DQM91_RS04725,98.795,83,1,0,4,86,1,83,2.45e-57,167.0,86,0.9651162790697675,<=>
4450,USA300HOU_RS05055,DQM91_RS04730,100.0,520,0,0,1,520,1,520,0.0,1075.0,520,1.0,<=>
4457,USA300HOU_RS05060,DQM91_RS04735,100.0,267,0,0,1,267,1,267,0.0,528.0,267,1.0,<=>
4458,USA300HOU_RS05065,DQM91_RS04740,99.742,774,2,0,1,774,1,774,0.0,1553.0,774,1.0,<=>
4460,USA300HOU_RS05070,DQM91_RS04745,100.0,452,0,0,1,452,1,452,0.0,898.0,452,1.0,<=>
4462,USA300HOU_RS05075,DQM91_RS04750,100.0,503,0,0,1,503,1,503,0.0,1051.0,503,1.0,<=>
4465,USA300HOU_RS05090,DQM91_RS04765,100.0,189,0,0,1,189,1,189,1.41e-143,393.0,189,1.0,<=>
4466,USA300HOU_RS05095,DQM91_RS04770,100.0,72,0,0,1,72,1,72,1.9499999999999998e-48,144.0,72,1.0,<=>
4467,USA300HOU_RS05100,DQM91_RS04775,100.0,328,0,0,1,328,1,328,0.0,672.0,328,1.0,<=>
4470,USA300HOU_RS05105,DQM91_RS04780,100.0,58,0,0,1,58,1,58,8.449999999999999e-38,115.0,58,1.0,<=>
4471,USA300HOU_RS05110,DQM91_RS04785,100.0,200,0,0,1,200,1,200,1.35e-143,394.0,200,1.0,<=>
4474,USA300HOU_RS05120,DQM91_RS04795,100.0,33,0,0,1,33,1,33,3.77e-19,67.4,33,1.0,<=>
4475,USA300HOU_RS15225,DQM91_RS04800,98.837,86,1,0,5,90,1,86,8.87e-57,166.0,90,0.9555555555555556,<=>
4476,USA300HOU_RS05125,DQM91_RS04805,100.0,654,0,0,1,654,1,654,0.0,1310.0,654,1.0,<=>
4477,USA300HOU_RS05130,DQM91_RS04810,100.0,106,0,0,1,106,1,106,5.59e-76,216.0,106,1.0,<=>
