CompId	Annotation	NumberOfNodes	EValue
32	USA300HOU_RS13010;DBGWAS_general_tag=addiction_module_antitoxin_RelB	6	3.850000e-28
32	SAOUHSC_02691;DBGWAS_general_tag=hypothetical_protein	6	3.850000e-28
32	TCH1516intergenic_2530749-2530913	10	6.130000e-25
32	NCTC8325intergenic_2477698-2477862	10	6.130000e-25
33	USA300HOU_RS14425;DBGWAS_general_tag=flavin_reductase	27	8.620000e-29
33	SAOUHSC_02991;DBGWAS_general_tag=hypothetical_protein	27	8.620000e-29
34	USA300HOU_RS04560;DBGWAS_general_tag=hypothetical_protein	16	6.130000e-25
34	SAOUHSC_00857;DBGWAS_general_tag=hypothetical_protein	16	6.130000e-25
34	USA300HOU_RS04555;DBGWAS_general_tag=nitronate_monooxygenase	1	2.550000e-31
34	SAOUHSC_00855;DBGWAS_general_tag=hypothetical_protein	1	2.550000e-31
34	TCH1516intergenic_920371-920437	4	1.990000e-24
34	NCTC8325intergenic_826286-826352	4	1.990000e-24
34	TCH1516intergenic_920536-920583	1	4.490000e-11
34	NCTC8325intergenic_826451-826498	1	4.490000e-11
35	USA300HOU_RS15460;DBGWAS_general_tag=hypothetical_protein	40	5.640000e-26
35	USA300HOU_RS10780;DBGWAS_general_tag=ATPase	1	2.850000e-23
36	USA300HOU_RS14295;DBGWAS_general_tag=clumping_factor_B	23	4.770000e-38
36	SAOUHSC_02963;DBGWAS_general_tag=clumping_factor_B	23	4.770000e-38
37	USA300HOU_RS05240;DBGWAS_general_tag=bifunctional_autolysin	27	5.600000e-31
37	SAOUHSC_00994;DBGWAS_general_tag=bifunctional_autolysin	27	5.600000e-31
38	SAOUHSC_02048;DBGWAS_general_tag=SPP1_family_phage_portal_protein	38	6.130000e-25
39	SAOUHSC_02047;DBGWAS_general_tag=phage_head_morphogenesis_protein	29	3.030000e-28
40	USA300HOU_RS14420;DBGWAS_general_tag=serine-rich_adhesin	35	1.320000e-26
40	SAOUHSC_02990;DBGWAS_general_tag=hypothetical_protein	35	4.620000e-26
41	USA300HOU_RS12720;DBGWAS_general_tag=MFS_transporter	18	5.880000e-42
41	SAOUHSC_02629;DBGWAS_general_tag=EmrB/QacA_family_drug_resistance_transporter	18	5.880000e-42
43	USA300HOU_RS07705;DBGWAS_general_tag=phage_tail_tape_measure_protein	29	4.780000e-44
43	SAOUHSC_01525;DBGWAS_general_tag=phage_tail_tape_meausure_protein	27	4.780000e-44
43	USA300HOU_RS07700;DBGWAS_general_tag=holin	7	6.130000e-25
43	SAOUHSC_01524;DBGWAS_general_tag=holin-like_protein	7	6.130000e-25
44	TCH1516intergenic_2699096-2699386	48	6.130000e-25
44	NCTC8325intergenic_2647589-2647868	48	2.250000e-57
44	USA300HOU_RS13885;DBGWAS_general_tag=copper_chaperone_CopZ	5	6.170000e-20
44	SAOUHSC_02874;DBGWAS_general_tag=cation_transporter_E1-E2_family_ATPase	5	6.170000e-20
45	TCH1516intergenic_1338755-1339455	11	6.130000e-25
45	NCTC8325intergenic_1244838-1245526	7	6.130000e-25
45	SAOUHSC_01289;DBGWAS_general_tag=hypothetical_protein	23	6.130000e-25
45	USA300HOU_RS06600;DBGWAS_general_tag=hypothetical_protein	13	6.130000e-25
46	USA300HOU_RS07960;DBGWAS_general_tag=site-specific_integrase	21	6.130000e-25
46	SAOUHSC_01582;DBGWAS_general_tag=bacteriophage_integrase	17	2.850000e-23
47	USA300HOU_RS07780;DBGWAS_general_tag=transcriptional_regulator	15	1.320000e-26
47	SAOUHSC_01541;DBGWAS_general_tag=hypothetical_protein	7	3.280000e-39
47	SAOUHSC_01542;DBGWAS_general_tag=SNF2_family_protein	11	6.130000e-25
47	USA300HOU_RS07785;DBGWAS_general_tag=DEAD/DEAH_box_helicase	11	6.130000e-25
48	TCH1516intergenic_2499989-2501476	71	1.320000e-26
48	NCTC8325intergenic_2446938-2448425	78	1.320000e-26
49	USA300HOU_RS07545;DBGWAS_general_tag=ribosome_biogenesis_GTPase_Der	31	1.970000e-30
49	SAOUHSC_01492;DBGWAS_general_tag=GTP-binding_protein_EngA	30	1.970000e-30
50	USA300HOU_RS04015;DBGWAS_general_tag=glycerate_kinase	21	2.900000e-34
50	SAOUHSC_00756;DBGWAS_general_tag=hypothetical_protein	21	2.900000e-34
51	USA300HOU_RS05470;DBGWAS_general_tag=dihydrolipoyl_dehydrogenase	30	9.260000e-40
51	SAOUHSC_01043;DBGWAS_general_tag=dihydrolipoamide_dehydrogenase	27	9.260000e-40
52	USA300HOU_RS00910;DBGWAS_general_tag=sulfonate_ABC_transporter_ATP-binding_protein	28	1.320000e-26
52	SAOUHSC_00136;DBGWAS_general_tag=hypothetical_protein	29	6.130000e-25
53	USA300HOU_RS04385;DBGWAS_general_tag=hypothetical_protein	23	1.320000e-26
53	SAOUHSC_00838;DBGWAS_general_tag=hypothetical_protein	23	1.320000e-26
54	USA300HOU_RS12605;DBGWAS_general_tag=N-acetyl-L,L-diaminopimelate_deacetylase	29	1.320000e-26
54	SAOUHSC_02605;DBGWAS_general_tag=hypothetical_protein	27	1.320000e-26
55	USA300HOU_RS00155;DBGWAS_general_tag=hypothetical_protein	8	5.160000e-49
55	USA300HOU_RS00160;DBGWAS_general_tag=PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA	8	2.210000e-73
55	TCH1516intergenic_39081-39126	3	3.090000e-17
56	USA300HOU_RS08115;DBGWAS_general_tag=dihydrolipoyl_dehydrogenase	14	6.600000e-47
56	SAOUHSC_01614;DBGWAS_general_tag=dihydrolipoamide_dehydrogenase	14	6.600000e-47
56	TCH1516intergenic_1636723-1636873	4	1.030000e-22
56	NCTC8325intergenic_1539336-1539486	4	1.030000e-22
57	USA300HOU_RS08100;DBGWAS_general_tag=2-oxoglutarate_dehydrogenase_E2	20	5.150000e-37
57	SAOUHSC_01611;DBGWAS_general_tag=2-oxoisovalerate_dehydrogenase,_E2_component,_dihydrolipoamide_acetyltransferase	20	5.150000e-37
57	TCH1516intergenic_1631673-1632023	2	1.740000e-10
57	NCTC8325intergenic_1534286-1534636	2	1.740000e-10
58	NCTC8325intergenic_1924403-1924646	29	8.380000e-31
58	SAOUHSC_02018;DBGWAS_general_tag=hypothetical_protein	3	1.270000e-20
59	TCH1516intergenic_2216789-2217225	17	1.320000e-26
59	NCTC8325intergenic_2163317-2163705	17	1.320000e-26
60	USA300HOU_RS10885;DBGWAS_general_tag=hypothetical_protein	45	6.600000e-48
60	SAOUHSC_02245;DBGWAS_general_tag=hypothetical_protein	45	6.600000e-48
61	USA300HOU_RS10860;DBGWAS_general_tag=site-specific_integrase	30	3.550000e-166
61	SAOUHSC_02239;DBGWAS_general_tag=integrase	29	7.630000e-168
62	TCH1516intergenic_2783891-2784257	73	6.130000e-25
62	NCTC8325intergenic_2732307-2732673	67	6.130000e-25
63	USA300HOU_RS03890;DBGWAS_general_tag=heme_ABC_transporter_ATP-binding_protein	34	9.990000e-94
63	SAOUHSC_00729;DBGWAS_general_tag=ABC_transporter_ATP-binding_protein	35	2.780000e-94
64	USA300HOU_RS12565;DBGWAS_general_tag=sodium_transporter	18	1.010000e-55
64	SAOUHSC_02595;DBGWAS_general_tag=hypothetical_protein	18	1.010000e-55
65	USA300HOU_RS09335;DBGWAS_general_tag=leucine--tRNA_ligase	13	5.120000e-80
65	SAOUHSC_01875;DBGWAS_general_tag=leucyl-tRNA_synthetase	13	5.120000e-80
65	TCH1516intergenic_1888291-1888581	5	6.130000e-25
65	NCTC8325intergenic_1791235-1791522	5	6.130000e-25
66	USA300HOU_RS00385;DBGWAS_general_tag=NAD+_synthetase	16	6.570000e-105
66	TCH1516intergenic_84981-86000	1	1.550000e-17
67	USA300HOU_RS07390;DBGWAS_general_tag=RNA_methyltransferase	24	2.340000e-46
67	SAOUHSC_01460;DBGWAS_general_tag=hypothetical_protein	24	2.340000e-46
68	USA300HOU_RS03315;DBGWAS_general_tag=cell_division_protein_FtsK	49	6.130000e-25
69	USA300HOU_RS10670;DBGWAS_general_tag=phage_portal_protein	26	1.070000e-27
70	USA300HOU_RS04765;DBGWAS_general_tag=argininosuccinate_lyase	23	3.030000e-28
70	SAOUHSC_00898;DBGWAS_general_tag=argininosuccinate_lyase	23	3.030000e-28
71	USA300HOU_RS01995;DBGWAS_general_tag=histidine_phosphatase_family_protein	25	1.320000e-26
71	SAOUHSC_00359;DBGWAS_general_tag=phosphoglycerate_mutase_family_protein	25	1.320000e-26
72	NCTC8325intergenic_328626-328837	28	4.620000e-26
72	USA300HOU_RS15015;DBGWAS_general_tag=hypothetical_protein	26	1.320000e-26
72	USA300HOU_RS01770;DBGWAS_general_tag=multidrug_efflux_MATE_transporter_transcriptional_repressor_MepR	3	1.160000e-38
72	SAOUHSC_00314;DBGWAS_general_tag=hypothetical_protein	3	1.160000e-38
73	USA300HOU_RS02380;DBGWAS_general_tag=glutamate_synthase_subunit_beta	34	8.620000e-29
73	SAOUHSC_00436;DBGWAS_general_tag=glutamate_synthase_subunit_beta	35	8.620000e-29
74	USA300HOU_RS03320;DBGWAS_general_tag=ATPase_AAA	42	6.130000e-25
75	USA300HOU_RS13590;DBGWAS_general_tag=GTP_pyrophosphokinase	18	6.180000e-27
75	SAOUHSC_02811;DBGWAS_general_tag=hypothetical_protein	19	6.180000e-27
75	TCH1516intergenic_2641923-2642153	9	4.740000e-26
75	NCTC8325intergenic_2590414-2590644	9	4.740000e-26
76	USA300HOU_RS00820;DBGWAS_general_tag=UDP-glucose_4-epimerase	29	6.130000e-25
76	SAOUHSC_00118;DBGWAS_general_tag=capsular_polysaccharide_biosynthesis_protein_Cap5E	29	6.130000e-25
77	USA300HOU_RS08120;DBGWAS_general_tag=DNA_repair_protein_RecN	17	7.380000e-41
77	SAOUHSC_01615;DBGWAS_general_tag=DNA_repair_protein_RecN	17	7.380000e-41
77	USA300HOU_RS08125;DBGWAS_general_tag=arginine_repressor	3	1.320000e-26
77	SAOUHSC_01617;DBGWAS_general_tag=arginine_repressor	3	1.320000e-26
78	TCH1516intergenic_1847493-1847788	42	9.330000e-35
78	NCTC8325intergenic_1750194-1750439	16	2.630000e-25
78	SAOUHSC_01844;DBGWAS_general_tag=hypothetical_protein	19	6.130000e-25
79	USA300HOU_RS15320;DBGWAS_general_tag=hypothetical_protein	5	1.500000e-37
79	SAOUHSC_01583;DBGWAS_general_tag=hypothetical_protein	17	1.160000e-38
79	USA300HOU_RS15325;DBGWAS_general_tag=hypothetical_protein	10	6.130000e-25
80	USA300HOU_RS14000;DBGWAS_general_tag=alpha/beta_hydrolase	24	2.950000e-45
80	SAOUHSC_02900;DBGWAS_general_tag=hypothetical_protein	23	2.950000e-45
81	USA300HOU_RS01190;DBGWAS_general_tag=acetyl-CoA_acetyltransferase	25	9.260000e-40
81	SAOUHSC_00195;DBGWAS_general_tag=acetyl-CoA_acetyltransferase	25	9.260000e-40
82	USA300HOU_RS10880;DBGWAS_general_tag=succinyl-diaminopimelate_desuccinylase	30	1.450000e-37
82	SAOUHSC_02244;DBGWAS_general_tag=succinyl-diaminopimelate_desuccinylase	30	1.450000e-37
83	SAOUHSC_02047;DBGWAS_general_tag=phage_head_morphogenesis_protein	38	6.130000e-25
84	USA300HOU_RS13880;DBGWAS_general_tag=copper-exporting_P-type_ATPase_A	23	1.070000e-76
84	SAOUHSC_02873;DBGWAS_general_tag=cation_transporter_E1-E2_family_ATPase	23	1.070000e-76
85	NCTC8325intergenic_2778589-2779035	74	6.130000e-25
85	NCTC8325intergenic_1078372-1078815	78	6.130000e-25
85	TCH1516intergenic_2830371-2830448	51	6.130000e-25
85	SAOUHSC_00896;DBGWAS_general_tag=hypothetical_protein	27	6.130000e-25
85	USA300HOU_RS15155;DBGWAS_general_tag=hypothetical_protein	61	6.130000e-25
85	SAOUHSC_00786;DBGWAS_general_tag=hypothetical_protein	50	2.850000e-23
85	NCTC8325intergenic_1776134-1776997	35	1.210000e-23
85	USA300HOU_RS15355;DBGWAS_general_tag=hypothetical_protein	34	5.890000e-19
85	USA300HOU_RS01810;DBGWAS_general_tag=hypothetical_protein	39	6.130000e-25
85	SAOUHSC_00323;DBGWAS_general_tag=hypothetical_protein	30	6.130000e-25
85	NCTC8325intergenic_1074074-1074499	16	6.090000e-12
85	USA300HOU_RS15210;DBGWAS_general_tag=nitrogen_fixation_protein_NifR	14	5.810000e-11
85	TCH1516intergenic_891806-892323	24	2.150000e-24
85	USA300HOU_RS15150;DBGWAS_general_tag=hypothetical_protein	13	5.130000e-12
85	NCTC8325intergenic_762508-763169	13	5.130000e-12
85	NCTC8325intergenic_730573-730849	13	9.520000e-23
85	USA300HOU_RS03960;DBGWAS_general_tag=hypothetical_protein	18	6.650000e-19
85	SAOUHSC_00744;DBGWAS_general_tag=hypothetical_protein	18	6.650000e-19
85	USA300HOU_RS15140;DBGWAS_general_tag=hypothetical_protein	4	2.990000e-11
85	USA300HOU_RS15520;DBGWAS_general_tag=hypothetical_protein	24	1.330000e-21
85	USA300HOU_RS15255;DBGWAS_general_tag=hypothetical_protein	4	2.510000e-09
85	TCH1516intergenic_811395-<811444	9	1.110000e-16
85	SAOUHSC_02534;DBGWAS_general_tag=hypothetical_protein	13	2.050000e-18
85	SAOUHSC_01118;DBGWAS_general_tag=hypothetical_protein	4	2.510000e-09
85	SAOUHSC_02535;DBGWAS_general_tag=hypothetical_protein	18	1.330000e-21
85	USA300HOU_RS15415;DBGWAS_general_tag=hypothetical_protein	4	5.410000e-11
85	NCTC8325intergenic_1987536-1988118	9	8.040000e-14
85	SAOUHSC_00839;DBGWAS_general_tag=hypothetical_protein	14	1.290000e-21
85	USA300HOU_RS05840;DBGWAS_general_tag=hypothetical_protein	19	6.170000e-20
85	USA300HOU_RS15275;DBGWAS_general_tag=DUF3125_domain-containing_protein	11	2.170000e-19
85	NCTC8325intergenic_1286269-1287160	11	2.170000e-19
85	NCTC8325intergenic_977455-978260	10	1.290000e-21
85	TCH1516intergenic_1071528-1072182	10	4.660000e-21
85	USA300HOU_RS15305;DBGWAS_general_tag=DUF3125_domain-containing_protein	5	6.210000e-15
85	SAOUHSC_01441;DBGWAS_general_tag=hypothetical_protein	5	6.210000e-15
85	USA300HOU_RS15330;DBGWAS_general_tag=hypothetical_protein	9	2.740000e-17
85	SAOUHSC_01687;DBGWAS_general_tag=hypothetical_protein	9	2.740000e-17
85	USA300HOU_RS05425;DBGWAS_general_tag=DUF3125_domain-containing_protein	8	1.270000e-15
85	SAOUHSC_A00992;DBGWAS_general_tag=hypothetical_protein	8	1.270000e-15
85	USA300HOU_RS15615;DBGWAS_general_tag=hypothetical_protein	7	1.520000e-13
85	TCH1516intergenic_954346-954583	2	1.730000e-11
85	USA300HOU_RS15215;DBGWAS_general_tag=hypothetical_protein	1	1.310000e-11
85	USA300HOU_RS15550;DBGWAS_general_tag=hypothetical_protein	1	2.200000e-09
85	USA300HOU_RS15180;DBGWAS_general_tag=DUF3125_domain-containing_protein	1	2.200000e-09
85	USA300HOU_RS15120;DBGWAS_general_tag=hypothetical_protein	1	2.200000e-09
85	USA300HOU_RS15115;DBGWAS_general_tag=hypothetical_protein	1	2.200000e-09
85	NCTC8325intergenic_2501982-2502475	1	2.200000e-09
85	NCTC8325intergenic_811453-811871	1	2.200000e-09
85	NCTC8325intergenic_720044-720394	1	2.200000e-09
85	NCTC8325intergenic_603627-604015	1	2.200000e-09
85	USA300HOU_RS15620;DBGWAS_general_tag=hypothetical_protein	9	6.130000e-25
86	NCTC8325intergenic_337612-337879	74	6.130000e-25
86	TCH1516intergenic_395651-395918	73	6.130000e-25
86	USA300HOU_RS01815;DBGWAS_general_tag=50S_ribosomal_protein_L7_serine_acetyltransferase	4	1.320000e-26
86	SAOUHSC_00324;DBGWAS_general_tag=50S_ribosomal_protein_L7_serine_acetyltransferase	4	1.320000e-26
87	USA300HOU_RS07340;DBGWAS_general_tag=hyperosmolarity_resistance_protein_Ebh	38	1.320000e-26
87	SAOUHSC_01447;DBGWAS_general_tag=hypothetical_protein	1	1.860000e-14
88	USA300HOU_RS07695;DBGWAS_general_tag=peptidase	32	1.480000e-43
88	SAOUHSC_01523;DBGWAS_general_tag=SLT_orf_527-like_protein	32	1.480000e-43
89	USA300HOU_RS02585;DBGWAS_general_tag=stage_V_sporulation_protein_B	26	1.320000e-26
89	SAOUHSC_00479;DBGWAS_general_tag=hypothetical_protein	27	5.690000e-25
90	TCH1516intergenic_1962111-1962582	34	6.130000e-25
90	NCTC8325intergenic_1865054-1865525	34	6.130000e-25
90	USA300HOU_RS09995;DBGWAS_general_tag=tRNA-Met	20	6.130000e-25
90	SAOUHSC_T00039;DBGWAS_general_tag=tRNA-Met	20	6.130000e-25
90	SAOUHSC_T00038;DBGWAS_general_tag=tRNA-Met	20	6.130000e-25
90	USA300HOU_RS09770;DBGWAS_general_tag=tRNA-Met	20	6.130000e-25
90	USA300HOU_RS10000;DBGWAS_general_tag=tRNA-Ser	12	6.130000e-25
90	SAOUHSC_T00051;DBGWAS_general_tag=tRNA-Ser	12	6.130000e-25
90	USA300HOU_RS10010;DBGWAS_general_tag=tRNA-Ser	4	1.030000e-22
90	USA300HOU_RS02385;DBGWAS_general_tag=tRNA-Ser	9	1.030000e-22
90	SAOUHSC_T00052;DBGWAS_general_tag=tRNA-Ser	4	1.030000e-22
90	SAOUHSC_T00048;DBGWAS_general_tag=tRNA-Ser	9	1.030000e-22
91	NCTC8325intergenic_1416707-1416912	22	6.440000e-36
91	TCH1516intergenic_1514032-1514237	20	6.440000e-36
91	USA300HOU_RS07385;DBGWAS_general_tag=DUF4889_domain-containing_protein	5	6.980000e-24
91	SAOUHSC_01459;DBGWAS_general_tag=hypothetical_protein	5	6.980000e-24
92	TCH1516intergenic_2783095-2783271	45	6.130000e-25
92	NCTC8325intergenic_2731511-2731687	39	6.130000e-25
92	USA300HOU_RS14325;DBGWAS_general_tag=hypothetical_protein	5	1.310000e-13
92	SAOUHSC_A02811;DBGWAS_general_tag=hypothetical_protein	2	1.310000e-13
93	USA300HOU_RS02855;DBGWAS_general_tag=DNA-directed_RNA_polymerase_subunit_beta\'	20	8.690000e-62
93	SAOUHSC_00525;DBGWAS_general_tag=DNA-directed_RNA_polymerase_subunit_beta\'	20	8.690000e-62
94	TCH1516intergenic_2080092-2080355	30	2.450000e-29
94	NCTC8325intergenic_2026711-2026969	27	2.450000e-29
95	USA300HOU_RS01700;DBGWAS_general_tag=lipase	25	1.620000e-25
95	SAOUHSC_00300;DBGWAS_general_tag=lipase	25	1.620000e-25
95	TCH1516intergenic_371892-372309	8	6.130000e-25
95	NCTC8325intergenic_313908-314325	8	6.130000e-25
96	USA300HOU_RS14420;DBGWAS_general_tag=serine-rich_adhesin	27	1.320000e-26
96	SAOUHSC_02990;DBGWAS_general_tag=hypothetical_protein	27	1.320000e-26
97	USA300HOU_RS10155;DBGWAS_general_tag=teichoic_acid_ABC_transporter_ATP-binding_protein	22	2.900000e-34
97	SAOUHSC_02009;DBGWAS_general_tag=hypothetical_protein	22	2.900000e-34
98	USA300HOU_RS10410;DBGWAS_general_tag=sodium-dependent_dicarboxylate_transporter_SdcS	29	3.100000e-61
98	SAOUHSC_02137;DBGWAS_general_tag=sodium-dependent_transporter	29	3.100000e-61
99	USA300HOU_RS00390;DBGWAS_general_tag=copper-translocating_P-type_ATPase	22	2.610000e-63
99	TCH1516intergenic_84981-86000	1	1.040000e-31
100	USA300HOU_RS11410;DBGWAS_general_tag=serine_hydroxymethyltransferase	27	1.170000e-49
100	SAOUHSC_02354;DBGWAS_general_tag=serine_hydroxymethyltransferase	27	1.170000e-49
101	USA300HOU_RS03510;DBGWAS_general_tag=iron_ABC_transporter_permease	13	1.510000e-80
101	SAOUHSC_00654;DBGWAS_general_tag=ferrichrome_ABC_transporter_permease	13	1.510000e-80
101	USA300HOU_RS03505;DBGWAS_general_tag=ferrichrome_ABC_transporter_permease	6	1.070000e-27
101	SAOUHSC_00653;DBGWAS_general_tag=ferrichrome_transport_permease_FhuB	6	1.070000e-27
102	USA300HOU_RS07755;DBGWAS_general_tag=ATP-dependent_Clp_protease_ClpP	84	4.710000e-38
102	SAOUHSC_01536;DBGWAS_general_tag=scaffolding_protease	84	4.710000e-38
102	TCH1516intergenic_2290586-2290811	1	5.070000e-11
102	TCH1516intergenic_1993893-1994385	1	5.070000e-11
102	NCTC8325intergenic_2237058-2238621	1	5.070000e-11
102	NCTC8325intergenic_1896836-1898904	1	5.070000e-11
103	USA300HOU_RS11870;DBGWAS_general_tag=PTS_lactose_EIICB_component	28	5.660000e-37
103	SAOUHSC_02450;DBGWAS_general_tag=PTS_system_lactose-specific_transporter_subunit_IIBC	28	5.660000e-37
104	USA300HOU_RS07800;DBGWAS_general_tag=hypothetical_protein	28	6.130000e-25
104	SAOUHSC_01547;DBGWAS_general_tag=hypothetical_protein	27	6.130000e-25
105	USA300HOU_RS03720;DBGWAS_general_tag=aldo/keto_reductase	16	5.880000e-42
105	SAOUHSC_00696;DBGWAS_general_tag=hypothetical_protein	14	5.880000e-42
105	USA300HOU_RS03725;DBGWAS_general_tag=hypothetical_protein	5	7.980000e-19
105	SAOUHSC_00697;DBGWAS_general_tag=hypothetical_protein	5	7.980000e-19
105	TCH1516intergenic_762760-762794	3	2.540000e-11
105	NCTC8325intergenic_681938-681972	3	2.540000e-11
106	USA300HOU_RS12320;DBGWAS_general_tag=molybdenum_cofactor_biosynthesis_protein	15	3.150000e-82
106	SAOUHSC_02544;DBGWAS_general_tag=molybdopterin_precursor_biosynthesis_MoaB	15	3.150000e-82
106	USA300HOU_RS12315;DBGWAS_general_tag=cyclic_pyranopterin_monophosphate_synthase_MoaC	3	1.370000e-28
106	SAOUHSC_02543;DBGWAS_general_tag=molybdenum_cofactor_biosynthesis_protein_MoaC	3	1.370000e-28
107	USA300HOU_RS07960;DBGWAS_general_tag=site-specific_integrase	25	1.320000e-26
107	SAOUHSC_01582;DBGWAS_general_tag=bacteriophage_integrase	25	1.320000e-26
108	USA300HOU_RS02990;DBGWAS_general_tag=3-hexulose-6-phosphate_synthase	21	1.170000e-60
108	SAOUHSC_00553;DBGWAS_general_tag=hypothetical_protein	21	1.170000e-60
108	TCH1516intergenic_629355-629431	2	1.340000e-11
108	NCTC8325intergenic_561607-561683	2	1.340000e-11
109	TCH1516intergenic_2507768-2507983	9	6.130000e-25
109	NCTC8325intergenic_2454717-2454932	9	6.130000e-25
109	USA300HOU_RS12910;DBGWAS_general_tag=heat-shock_protein	13	2.080000e-41
109	SAOUHSC_02670;DBGWAS_general_tag=hypothetical_protein	13	2.080000e-41
110	USA300HOU_RS10175;DBGWAS_general_tag=glutamine_amidotransferase	16	6.130000e-25
110	SAOUHSC_02013;DBGWAS_general_tag=hypothetical_protein	16	6.130000e-25
110	TCH1516intergenic_2019774-2019904	11	7.380000e-41
110	NCTC8325intergenic_1922837-1922967	11	7.380000e-41
110	USA300HOU_RS10180;DBGWAS_general_tag=hypothetical_protein	6	6.980000e-24
110	SAOUHSC_02014;DBGWAS_general_tag=hypothetical_protein	6	6.980000e-24
111	USA300HOU_RS08285;DBGWAS_general_tag=penicillin-binding_protein_3	18	1.620000e-25
111	SAOUHSC_01652;DBGWAS_general_tag=penicillin-binding_protein_3	19	1.620000e-25
111	TCH1516intergenic_1662217-1662329	5	2.620000e-40
111	NCTC8325intergenic_1564830-1564942	5	2.620000e-40
111	USA300HOU_RS08280;DBGWAS_general_tag=50S_ribosomal_protein_L33	2	2.250000e-09
111	SAOUHSC_01651;DBGWAS_general_tag=50S_ribosomal_protein_L33	2	2.250000e-09
112	SAOUHSC_02036;DBGWAS_general_tag=phage_structural_protein	37	6.130000e-25
113	SAOUHSC_02648;DBGWAS_general_tag=L-lactate_permease	23	3.610000e-33
113	USA300HOU_RS12805;DBGWAS_general_tag=L-lactate_permease	23	3.610000e-33
114	USA300HOU_RS10350;DBGWAS_general_tag=geranylgeranylglyceryl/heptaprenylglyceryl_phosphate_synthase	20	9.310000e-88
114	SAOUHSC_02124;DBGWAS_general_tag=geranylgeranylglyceryl_phosphate_synthase-like_protein	20	9.310000e-88
115	USA300HOU_RS02590;DBGWAS_general_tag=nucleotide_pyrophosphohydrolase	27	2.050000e-52
115	SAOUHSC_00480;DBGWAS_general_tag=hypothetical_protein	27	2.050000e-52
115	USA300HOU_RS02595;DBGWAS_general_tag=hypothetical_protein	1	1.800000e-20
115	SAOUHSC_00481;DBGWAS_general_tag=hypothetical_protein	1	1.800000e-20
116	USA300HOU_RS15640;DBGWAS_general_tag=replication_protein	6	2.190000e-25
116	USA300HOU_RS14890;DBGWAS_general_tag=replication_protein	1	1.820000e-09
116	USA300HOU_RS14730;DBGWAS_general_tag=replication_initiator_protein_A	40	7.890000e-37
117	TCH1516intergenic_130760-131128	23	1.320000e-26
117	NCTC8325intergenic_76152-76520	23	6.130000e-25
117	USA300HOU_RS00590;DBGWAS_general_tag=iron_ABC_transporter_permease	1	4.030000e-34
117	SAOUHSC_00071;DBGWAS_general_tag=lipoprotein_SirC	1	4.030000e-34
117	USA300HOU_RS00570;DBGWAS_general_tag=hypothetical_protein	2	2.770000e-11
117	SAOUHSC_00065;DBGWAS_general_tag=hypothetical_protein	2	2.770000e-11
118	USA300HOU_RS10610;DBGWAS_general_tag=phage_tail_protein	39	2.490000e-31
118	SAOUHSC_02181;DBGWAS_general_tag=phi_PVL_orfs_18-19-like_protein	21	2.490000e-31
119	TCH1516intergenic_201527-201912	20	2.450000e-29
119	USA300HOU_RS00935;DBGWAS_general_tag=formate_dehydrogenase	3	1.220000e-56
119	SAOUHSC_00142;DBGWAS_general_tag=formate_dehydrogenase	3	1.220000e-56
119	NCTC8325intergenic_146962-147347	19	2.450000e-29
120	TCH1516intergenic_646646-647232	28	1.280000e-32
120	NCTC8325intergenic_578898-579484	28	1.280000e-32
121	TCH1516intergenic_74294-74562	19	1.320000e-26
121	USA300HOU_RS00325;DBGWAS_general_tag=arginine_deiminase	5	1.990000e-24
122	USA300HOU_RS02280;DBGWAS_general_tag=hypothetical_protein	31	1.820000e-36
122	SAOUHSC_00413;DBGWAS_general_tag=hypothetical_protein	32	1.820000e-36
123	USA300HOU_RS03015;DBGWAS_general_tag=acetyl-CoA_acetyltransferase	43	6.130000e-25
123	SAOUHSC_00558;DBGWAS_general_tag=acetyl-CoA_acetyltransferase	41	6.130000e-25
124	USA300HOU_RS07785;DBGWAS_general_tag=DEAD/DEAH_box_helicase	6	6.130000e-25
124	NCTC8325intergenic_1493469-1493520	7	2.220000e-19
124	USA300HOU_RS15315;DBGWAS_general_tag=hypothetical_protein	7	1.870000e-48
124	SAOUHSC_01542;DBGWAS_general_tag=SNF2_family_protein	3	1.030000e-15
124	USA300HOU_RS07800;DBGWAS_general_tag=hypothetical_protein	1	2.140000e-09
124	SAOUHSC_01547;DBGWAS_general_tag=hypothetical_protein	1	2.140000e-09
124	USA300HOU_RS07805;DBGWAS_general_tag=hypothetical_protein	15	1.990000e-25
124	SAOUHSC_01548;DBGWAS_general_tag=hypothetical_protein	15	1.990000e-25
125	USA300HOU_RS04930;DBGWAS_general_tag=peptide_ABC_transporter_permease	21	1.970000e-30
125	SAOUHSC_00931;DBGWAS_general_tag=oligopeptide_ABC_transporter_permease	22	1.970000e-30
126	USA300HOU_RS09160;DBGWAS_general_tag=PTS_glucose_transporter_subunit_IIBC	30	1.320000e-26
126	SAOUHSC_01836;DBGWAS_general_tag=hypothetical_protein	31	1.320000e-26
127	TCH1516intergenic_2160367-2160510	26	6.130000e-25
127	NCTC8325intergenic_2106662-2106806	26	6.130000e-25
127	USA300HOU_RS11020;DBGWAS_general_tag=ABC_transporter_ATP-binding_protein	1	1.780000e-12
